	MDH01	MDH02	MDH03	MDH04	MDH05	MDH06	MDH07	MDH08	MDH09	MDH10	MDH11	MDH12	MDH13	MDH14	MDH15	MDH16	MDH17	MDH18	MDH19	MDH20	MDH21	MDH22	MDH23	MDH24	MDH25	MDH26	MDH27	MDP01	MDP02	MDP03	MDP04	MDP05	MDP06	MDP07	MDP08	MDP09	MDP10	MDP11	MDP12	MDP13	MDP14	MDP15	MDP16	MDP17	MDP18	MDP19	MDP20	MDP21	MDP22	MDP23	MDP24	MDP25	MDP26	MDP27	MDS01	MDS02	MDS03	MDS04	MDS05	MDS06	MDS07	MDS08	MDS09	MDS10	MDS11	MDS12	MDS13	MDS14	MDS15	MDS16	MDS17	MDS18	MDS19	MDS20	MDS21	MDS22	MDS23	MDS24	MDS25	MDS26	MDS27
OTU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	85	0	0	0	0	2	0	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	73	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU14	0	0	0	0	0	0	27	141	38	15	0	0	0	23	12	23	0	0	15	16	0	0	0	0	0	0	0	8	138	13	0	0	5	3	6	3	44	64	0	11	0	0	3	0	0	0	0	5	0	18	76	9	5	0	14	64	11	18	35	93	0	19	22	14	13	0	45	0	19	21	0	30	0	23	0	16	0	0	37	25	6
OTU15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU17	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	14	0	0	0	0	0	0	14	0	0	0	0	4	0	5	0	0	0	1	0	5	0	0	7	2	0	98	6	3	0	2	14	2	0	8	15	0	2	11	0	0	0	23	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU20	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	4	0	8	0	0	5	0	6	19	4	8	2	1	0	1	1	11	0	0	4	0	0	13	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU22	654	905	639	2712	2087	2748	4109	784	4458	2091	1398	4640	3459	2938	4095	3583	709	1405	671	2012	2133	454	79	164	1047	908	1190	101	230	37	25	10	0	13	5	144	310	208	28	25	11	618	32	102	5	0	89	9	9	88	318	15	93	2316	2015	2031	5032	5561	6608	469	1702	3539	2192	1049	798	680	224	298	1069	439	286	403	1809	674	110	203	1002	671	233	336	75
OTU23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU24	0	0	0	0	0	0	15	51	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	24	3	0	0	2	0	0	1	13	14	5	6	0	0	1	1	0	0	0	3	0	0	16	0	1	0	0	19	0	0	16	29	0	14	12	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	0	3
OTU25	110	591	265	1008	835	1577	1321	26	2345	1201	1125	1214	1159	3084	1905	2595	786	678	286	1983	1009	1657	671	653	982	445	420	293	102	220	39	50	38	101	19	78	456	524	235	244	88	1790	144	396	38	66	796	138	39	270	660	21	66	614	105	379	2232	1840	1175	83	1023	1510	1034	503	552	1107	0	211	39	143	120	180	788	839	46	115	417	128	16	87	142
OTU26	9	26	13	31	30	62	982	241	117	106	60	86	231	626	182	423	15	18	29	110	263	52	594	89	183	730	26	532	194	599	317	121	38	28	11	1172	10641	545	98	223	78	210	103	69	11	86	76	130	22	69	8990	42	1419	98	6887	602	302	267	697	174	35	2191	89	67	79	16	86	57	730	55	41	64	224	28	23	30	10	10	125	73	279
OTU27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU28	18	130	98	174	239	548	465	81	651	345	294	299	410	847	458	563	343	142	97	561	425	600	199	269	424	141	99	110	75	133	48	40	12	48	7	74	284	240	86	88	27	1044	65	187	15	42	443	97	16	61	421	19	59	272	238	175	341	450	351	72	182	718	375	171	265	395	29	80	119	74	50	86	181	172	21	29	100	49	37	56	73
OTU29	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	26	0	1	0	2	0	1	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU30	0	0	0	0	0	78	7368	12205	2055	16	31	11	622	418	146	206	17	0	2605	1519	280	0	0	41	36	46	0	99	1874	44	1303	0	10	13	20	12	574	246	39	21	2	621	58	2	0	7	0	40	7	51	619	12	55	458	13186	12937	2572	332	7174	13243	28	626	7240	6182	7106	80	3938	3085	1249	3312	2722	4321	1058	2507	1056	1669	351	62	3788	3697	103
OTU31	0	0	0	20	32	26	352	1067	195	18	16	25	32	43	22	41	0	12	184	283	19	0	0	0	0	0	14	59	190	54	0	3	0	4	6	5	76	105	7	17	7	0	0	3	2	0	0	0	4	28	35	10	9	68	43	1081	209	47	643	919	13	38	561	505	530	27	333	211	46	241	244	395	41	129	126	187	41	0	339	339	27
OTU32	0	0	0	0	11	18	35	53	20	14	12	21	0	16	16	24	0	0	0	22	0	20	0	0	11	14	0	3	0	2	0	2	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	9	11	85	43	36	34	62	41	15	29	33	25	27	14	15	24	18	26	0	17	22	11	0	0	0	0	0	13	0
OTU33	54	28	109	307	239	266	111	38	204	212	110	410	275	309	385	291	65	129	30	83	119	64	0	24	144	15	116	16	28	10	0	0	0	2	0	20	38	36	0	1	2	69	4	20	0	0	0	0	0	10	46	5	11	101	174	47	216	464	153	28	219	239	54	15	24	94	20	0	81	0	16	14	91	0	0	0	27	63	12	0	19
OTU34	0	0	0	0	0	23	187	549	221	38	17	0	73	170	60	243	0	0	128	725	0	0	0	0	0	0	0	42	221	37	0	0	12	21	7	2	80	123	9	19	4	11	0	0	2	0	0	1	4	17	38	26	10	19	22	433	622	216	674	439	16	94	254	288	266	0	122	108	55	147	119	181	87	102	38	82	68	20	137	160	47
OTU35	0	0	0	21	25	48	465	1791	347	17	14	25	64	58	44	59	0	17	332	445	30	0	0	0	0	0	19	98	291	90	0	1	8	18	18	3	120	194	8	34	10	0	1	5	9	0	0	0	6	49	42	29	22	70	51	1693	294	63	947	1147	20	49	886	519	828	0	520	293	79	437	343	624	85	189	166	213	34	0	494	465	50
OTU36	38	60	39	134	126	127	243	88	136	132	69	304	135	135	197	175	55	90	34	48	156	40	0	14	72	82	93	36	35	8	0	3	0	2	3	151	122	87	8	5	3	108	46	86	0	0	114	2	0	27	275	2	73	105	751	187	180	351	351	49	132	348	90	41	35	37	28	17	291	23	28	25	99	0	0	0	18	17	34	28	20
OTU37	83	77	82	316	240	373	149	71	278	258	158	476	271	284	510	303	109	189	28	79	157	73	0	29	126	0	92	20	0	10	0	1	0	0	2	21	33	41	4	6	0	52	3	16	0	0	0	0	0	14	22	4	13	193	103	105	289	452	216	35	208	279	63	38	42	87	19	0	65	24	19	22	53	21	0	0	88	57	15	27	17
OTU38	100	113	58	385	231	252	127	43	250	168	156	441	243	311	318	289	66	250	19	21	125	43	0	36	151	20	117	13	18	5	0	2	0	1	0	26	40	25	2	4	0	72	2	17	0	0	0	4	1	3	33	0	14	177	175	67	172	428	171	26	171	233	56	15	16	68	17	0	63	19	0	26	93	20	0	0	61	55	12	15	15
OTU39	0	0	0	12	0	0	0	0	0	0	0	16	0	27	0	0	0	0	0	0	14	0	0	0	13	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	1	12	23	0	0	22	17	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
OTU40	0	0	0	0	11	12	0	0	10	18	0	39	0	10	21	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	12	1	1	0	0	0	0	1	0	0	0	0	0	21	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
